order_id,product_id,add_to_cart_order,reordered
646559,27966,14,1
966700,27966,9,0
2491144,31997,16,0
764666,36011,2,1
2857728,9812,3,0
3337262,23516,2,0
728916,31696,1,0
1815105,20682,2,0
2663005,9741,2,0
2030314,32478,1,1
1699218,43049,10,0
702258,37687,4,0
1145215,16864,3,1
1604590,13866,5,1
179532,28129,34,0
3090479,13176,2,1
3409804,5120,3,1
1648636,47223,3,1
131594,12986,6,1
2807967,34126,11,1
1538719,41588,8,1
2114971,47766,3,1
255110,22105,8,1
2195345,34243,29,1
862509,17795,2,1
2014327,27966,28,1
578400,30391,26,1
2381589,11422,14,0
2725772,22035,4,0
2483257,11926,12,1
1640422,23445,2,1
2577982,42741,2,0
3289208,49296,1,1
1185725,30934,19,1
3225651,39877,17,1
3291068,17949,3,1
1387179,9839,38,1
418680,47222,10,1
1480473,9689,6,1
196238,21616,4,1
2452415,39984,1,0
1674854,45535,6,1
343770,31255,2,1
1260672,16882,1,0
2455640,40706,2,1
1246280,34862,7,1
1989203,27978,3,1
302782,8087,10,1
485770,22825,20,1
2096506,17008,12,0
903640,16617,14,1
2799876,29295,5,0
1910649,9092,11,1
247890,22825,9,1
861349,41694,6,1
2111393,46979,1,1
504966,38511,4,1
1327268,11123,21,1
1415736,12659,31,0
2574308,13870,2,1
750734,35324,5,1
5433,38226,3,1
1062904,17706,16,0
2030824,6046,8,1
851084,27845,8,1
1317392,14711,3,1
2451791,30776,3,0
265281,37462,12,1
1280749,45535,19,0
172789,33800,8,1
1983007,41709,4,0
2894727,5025,6,1
832661,19057,18,1
2813442,2353,10,0
2844507,44548,11,1
736922,21376,4,0
1612922,2564,12,1
3419000,29487,4,1
2676556,33147,7,1
3356752,39560,3,0
738423,43662,7,1
276243,47626,10,1
3239778,49215,4,1
44972,25588,7,0
10818,19162,25,0
1526273,36114,12,0
759965,19068,1,1
3284043,30489,13,1
3051409,48762,2,1
1831431,8501,7,0
27839,38204,11,0
572317,36076,36,0
1919964,45453,5,1
425691,21137,10,1
2680625,2716,8,1
681667,33846,19,0
2962935,5373,1,0
1750316,45007,5,1
2661127,45051,1,1
3340777,39475,1,1
3357611,3339,5,1
2223172,24535,3,1
2511659,35199,7,0
2439174,46584,2,1
405559,4210,4,1
894713,32740,12,0
2128315,47766,4,0
2760470,26199,26,1
1987969,17316,2,1
2263834,45104,3,1
1622599,11610,12,1
3054026,37552,13,1
247375,38371,1,1
236729,21333,12,1
205499,44533,3,1
1816476,26030,6,0
2602524,16797,4,0
2623242,35183,39,0
2062700,39040,4,0
1425686,47280,6,1
2704423,16033,7,0
989506,14992,22,0
1072605,19660,1,1
1554534,47144,3,1
947827,13176,1,1
1527612,34358,15,1
2794736,24029,8,1
637940,33927,8,0
1166314,29732,30,0
3344758,35715,3,0
2951601,42625,31,0
3067911,8048,1,1
3222643,16384,4,0
132213,27845,1,1
2211628,46436,12,1
146047,44359,8,1
582818,34829,9,0
278561,42360,24,0
3378249,25513,3,1
2584837,47626,5,1
2960183,28226,6,1
2138972,25659,2,1
2704041,32338,26,1
2688608,21323,13,0
1855415,48628,6,1
3355104,18272,4,1
1884595,16521,9,0
2703246,27966,10,1
1369791,16797,15,1
394279,47626,4,0
194764,17948,7,1
1069077,17025,2,0
2479255,16797,3,0
3289792,3798,1,1
3279739,36406,1,0
1432753,10970,4,0
782291,31893,12,0
2855786,8021,22,0
2145447,27172,12,1
894668,27156,20,1
1341714,45303,1,1
447771,45066,5,0
3121639,25346,13,0
2030402,44632,6,1
1105550,49131,2,0
638611,28842,8,1
2124371,7948,23,1
3080865,43154,19,1
2528898,17151,28,0
1702169,14853,17,1
1437636,5876,23,1
3064365,26634,4,1
1257198,35864,4,1
2640397,29327,4,1
1400591,22952,1,1
2771817,5876,14,0
2409033,28985,1,1
2374986,38162,6,0
712362,14947,1,1
1091347,42625,10,1
2549981,21841,9,0
559015,8193,5,1
2363506,27845,18,1
1729822,24184,18,1
1686949,30222,10,1
483809,30406,13,1
2190341,37710,7,1
3105984,12039,30,1
663031,17652,5,1
1804925,46022,18,1
1152611,44475,8,0
3109478,27104,3,1
2344802,13819,5,1
743454,41665,10,0
2266622,49279,11,1
2682110,39475,15,0
2830301,47616,9,1
934885,28745,9,1
2138212,15276,5,1
1964718,43961,20,0
2702856,30424,6,0
1590450,49236,13,1
822739,43643,2,1
2423976,40008,12,0
1262632,13176,2,1
2238704,27966,5,1
553894,34282,5,0
102638,43789,19,1
1925410,43789,11,0
2798421,39993,15,1
2955314,40541,2,1
887425,4605,16,1
554756,44888,14,0
2707761,4724,5,0
1330137,5735,5,1
3417658,21174,26,1
1388764,47280,13,0
3225684,19154,12,1
2573511,47630,14,1
1456887,30695,4,1
2211809,11520,3,1
1149995,28204,17,0
1759321,13176,1,1
3160023,11121,5,1
1517051,12427,3,1
902976,24852,10,1
2264304,23734,4,1
612595,8193,8,1
924374,38689,2,1
211590,9434,1,0
1599067,18569,5,0
583977,18234,3,1
1700139,39864,6,1
1350636,23484,4,0
1118929,5742,5,0
1761320,6774,1,0
1070017,48859,6,1
433723,19660,4,1
2945586,45066,2,1
1251765,30787,22,0
1917568,44628,8,0
2133510,48395,4,1
2371855,28156,2,0
1338682,18531,3,0
1340049,36865,1,1
3370601,1063,3,1
508423,46572,10,1
2820777,7751,1,0
2645500,24373,10,1
1496183,32859,1,1
81218,6347,4,1
1224997,44359,4,1
542326,20794,5,1
2845609,41485,1,0
2749272,36178,8,1
1625737,43961,9,1
3278717,41844,27,1
1416669,28983,16,0
1387316,23405,15,0
275783,40945,11,1
1422749,27925,20,0
60784,21137,4,1
2410594,8518,4,0
2370064,4662,6,1
311342,35601,2,0
3354358,49235,2,1
1111007,21174,5,0
624700,16521,6,1
787067,5769,11,0
2726062,196,1,1
904554,33065,4,1
667793,4564,4,1
2207270,21083,5,1
2865161,33768,3,0
2579095,18359,8,1
1052623,22935,7,1
1737598,19240,11,1
1978912,31244,3,1
1104395,44375,18,0
1593003,16759,8,1
2545948,24009,20,0
1883106,11408,11,1
3213196,26168,6,1
47219,39276,7,1
631,12211,4,0
1015564,34050,1,0
669474,16797,3,1
3281588,21137,11,0
1409041,40706,28,1
1517731,33949,41,1
2515588,22035,3,1
391809,432,3,0
1759037,39275,3,0
2309972,13176,9,1
1805819,34262,2,0
2648743,8859,10,0
1249425,27156,20,0
1980568,22015,7,1
1239311,40706,40,1
3357626,1463,4,0
571524,41757,1,1
1853185,28156,1,1
3181654,42244,16,1
1054681,14286,4,0
2709489,36865,8,1
2950865,26047,8,1
159551,47626,6,0
1647866,13255,9,0
1139330,39557,17,0
220733,33232,17,0
722653,36550,1,1
356994,5450,15,1
2653335,25837,18,1
2550258,48720,2,1
1977551,30391,20,1
2822032,40571,13,1
3053950,22369,1,1
112738,42585,3,1
1639100,25890,2,0
2969849,28571,2,1
1222219,14715,8,0
1075514,27966,1,1
344871,14966,5,1
1038942,17794,6,1
978667,11481,6,1
306612,11520,10,0
3273378,8518,4,1
274837,46253,24,1
2740424,8898,3,1
3071145,8454,9,0
2013942,15399,8,0
3093859,46979,2,1
2959259,8025,16,0
967729,22721,37,0
1081725,47766,1,1
1115501,14129,8,0
2118243,29045,1,1
2462863,35898,16,0
789128,23029,11,0
1562132,18689,4,1
191873,38557,7,1
2304586,49236,16,1
950725,21903,3,1
38830,7018,2,1
499537,21137,3,1
1274469,40459,3,0
3242208,45106,6,1
1812395,13805,8,0
3340866,11422,3,1
868554,14096,17,0
2681316,42736,2,1
1863056,24630,6,0
3042572,13176,26,1
1248409,33125,28,1
3113074,37774,1,1
715455,26165,3,0
3381826,14951,6,0
744627,39844,4,1
1025582,17472,21,0
2841323,33198,17,0
1158856,46194,1,0
961061,13605,3,1
2202600,33810,9,0
2119355,33827,1,1
2582277,42342,14,0
1217518,18523,14,1
1983947,3849,8,1
2566109,37065,7,0
557937,4210,1,1
1550045,33198,3,1
2364040,22035,2,1
2728464,8277,4,0
79779,23803,4,1
3198724,397,11,1
1506927,16152,6,0
3011740,39719,6,1
3213842,6489,4,0
2292289,4605,21,1
1879307,44632,1,1
2133966,14947,3,0
747747,47626,11,1
393779,8164,9,0
942753,2344,17,1
3176330,4942,6,1
76417,37646,23,0
1324927,33471,18,1
368229,45437,2,1
454918,32211,8,0
3237144,13563,26,1
1351885,27225,14,0
3055122,40603,1,1
2747734,14766,9,0
